measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2006,0.0011030362117077624,0.0015545920106192707,0.0007402605679397837
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2007,0.0011111668078673362,0.0015751505117411345,0.0007455208425904292
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2008,0.0011226279934274947,0.0015965010093472707,0.0007488162024136467
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2009,0.0011365703413254498,0.0016166020489468726,0.0007495787534466954
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2010,0.0011502220559450633,0.001630796961724003,0.0007515820843979963
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2011,0.0011637941792864348,0.0016407639841866301,0.000764547996768133
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2012,0.0011776184237278007,0.0016622975391251023,0.0007787385331516519
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2013,0.0011863823724285376,0.0016808001176895325,0.0007809003062137512
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2014,0.0011909526100604385,0.0016809102335899947,0.0007788698033130438
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2015,0.0011973068448117945,0.0017030047213040895,0.0007775705303156015
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2016,0.0011889025133715301,0.001700805974234465,0.0007837369336824645
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2017,0.0011731287803492178,0.0016627129583327313,0.0007580943690486257
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2018,0.001165850285252377,0.0016224060562309646,0.0007542671756017171
5,Prevalence,43,Albania,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2019,0.0011580976901757487,0.0016127513287753689,0.0007536148717594016
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1990,4.16589000068207e-05,6.411688574509494e-05,2.578352787227418e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1991,4.1802068180704115e-05,6.413556759137983e-05,2.5870319263395467e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1992,4.196468204875314e-05,6.424483710204087e-05,2.593458577526838e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1993,4.21577193770478e-05,6.436329781920584e-05,2.5879696492879596e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1994,4.2386541659805696e-05,6.496905810680224e-05,2.6044527074261684e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1995,4.266246579598266e-05,6.52370099207338e-05,2.6125444701732945e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1996,4.299549470034142e-05,6.57919085254596e-05,2.636053328169166e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1997,4.343990098137286e-05,6.625627512584035e-05,2.690608167408178e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1998,4.394386405825983e-05,6.733922868660977e-05,2.7663744364051536e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1999,4.445220133112421e-05,6.791628049241027e-05,2.7878825872130113e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2000,4.4911763898697706e-05,6.856851261160163e-05,2.824308481390361e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2001,4.532065483515427e-05,6.944123338359544e-05,2.8808424876941636e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2002,4.575750539679595e-05,7.016818132026471e-05,2.9219670125897646e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2003,4.621001602716965e-05,7.093537646096033e-05,2.9176878064250124e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2004,4.665356960975805e-05,7.176070903664089e-05,2.921141132214656e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2005,4.706598270418337e-05,7.24296251868767e-05,2.928885060802466e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2006,4.738708194940694e-05,7.264865618784255e-05,2.9513342009962977e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2007,4.7598839066660655e-05,7.225116441281532e-05,2.966397366410163e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2008,4.769942473445833e-05,7.261513601817153e-05,3.0018740779371712e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2009,4.7702369088908306e-05,7.273501587824234e-05,2.995941672251819e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2010,4.762636812498959e-05,7.303402536146916e-05,2.9488230286170487e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2011,4.745098063027863e-05,7.315597379516828e-05,2.9726299712247692e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2012,4.7164915342719486e-05,7.233762882352557e-05,2.970913412848677e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2013,4.67833644261874e-05,7.0571030862751e-05,2.9594750978444956e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2014,4.633191980830123e-05,7.025701361515616e-05,2.949981674008702e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2015,4.584449375405932e-05,6.958180647326151e-05,2.9421605659625237e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2016,4.5670673914115316e-05,6.90990791600338e-05,2.9268010037684807e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2017,4.5497256135941655e-05,6.775511773328555e-05,2.9679313512225466e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2018,4.496972610643673e-05,6.711678592496244e-05,2.8902715986485e-05
5,Prevalence,20,Viet Nam,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2019,4.4332984175365046e-05,6.710800075139995e-05,2.7902499840743267e-05
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,1990,9.112510150361905e-07,6.307303994094734e-06,3.00865290069586e-08
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,1991,2.1148329925725816e-05,4.291344592306579e-05,1.585356593081207e-05
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,1992,4.5924469666529216e-05,9.758130389249771e-05,3.451029791539607e-05
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,1993,7.436153290491138e-05,0.0001564464480686982,5.546545782299046e-05
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,1994,0.0001074313150902774,0.00024215586329913943,7.818101621634394e-05
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,1995,0.0001451988169844848,0.0003635914170124832,0.00010071902479634152
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,1996,0.00018981042504105875,0.0005127831543619633,0.00012848956160679698
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,1997,0.0002462002140621078,0.0007252428614781265,0.00016101302537558377
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,1998,0.00031977744466744266,0.001024013415366879,0.00019690618120224025
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,1999,0.00041694724689210683,0.0014916372382205432,0.00023550996478306056
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2000,0.0005412218173896349,0.0020919830953045025,0.0002792057992591192
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2001,0.0006920829788629565,0.0027193163539664406,0.00032740160991701756
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2002,0.0008515543442828182,0.003369677060955929,0.00038329234543694075
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2003,0.0009998422539844844,0.00383636277964192,0.0004387388659093118
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2004,0.0011322734562283015,0.0042775773930228776,0.0004829770347067016
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2005,0.0012427221280786678,0.0049660611078488565,0.0005096045638234689
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2006,0.0013305639957052321,0.005488853877974945,0.0005207748984142869
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2007,0.0014016445803655588,0.005834865969509469,0.0005265520388342709
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2008,0.0014485465010719086,0.006186448337507599,0.0005292685614067616
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2009,0.0014712456222101208,0.006446788642203017,0.0005322215823016303
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2010,0.001467872324927616,0.006490088853730624,0.0005319765611346122
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2011,0.0014571061540180476,0.006533997421630966,0.0005349577297266981
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2012,0.001445397523169845,0.006463336994473928,0.0005347400462680401
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2013,0.0014209188662356641,0.006336000341746637,0.0005303981547284205
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2014,0.0013916391411850425,0.006159724980582172,0.0005236056809356447
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2015,0.0013610117593414613,0.005831552107953919,0.0005137868111061993
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2016,0.0013286178006756608,0.005531187218216451,0.0005015866063371343
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2017,0.0012962205417922088,0.0052978853880668465,0.00048394928481377387
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2018,0.00126854461191788,0.005291245698927844,0.0004683592059585998
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2019,0.0012504033992422792,0.005370158086489524,0.0004484410879501546
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,1990,0.002363823917619821,0.003122069789240464,0.001804041180804996
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,1991,0.002388995683538313,0.003130577373422351,0.0018381109782549974
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,1992,0.0024186406059874795,0.0031520126605293665,0.0018751077964360694
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,1993,0.0024519787067002097,0.0031649485436459268,0.0019232474951879782
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,1994,0.0024864674198745566,0.0031899104626335268,0.0019683340676683887
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,1995,0.0025260321153450387,0.0032254429937663156,0.0020112003038991358
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,1996,0.0026007796724871984,0.003302884032945838,0.0020835472038725007
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,1997,0.002716415482987225,0.003441643584580628,0.002189488974513695
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,1998,0.002853540758086828,0.0035754989470165384,0.0023156384358526834
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,1999,0.0029889836749674072,0.00372566449369252,0.002426789501098296
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2000,0.0030983987383040416,0.003874336378572485,0.002512002023356893
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2001,0.003196141241308139,0.003971114833860268,0.0026025831271052637
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2002,0.0032968391079487703,0.004105566687870872,0.002676970811921992
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2003,0.0033865180541734433,0.004219025360508936,0.002739935355939229
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2004,0.0034562554749729716,0.004285446398976165,0.002775173066288007
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2005,0.003493420558282078,0.004329225448122588,0.0027926242372962274
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2006,0.0034696102004882707,0.004298322740335814,0.0027776413162692443
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2007,0.00339882759088372,0.004225071934324054,0.0027272862888854848
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2008,0.0033133655568429116,0.004163117096669625,0.002629045059617408
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2009,0.0032375658907730915,0.004084963108099044,0.00255843866634313
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2010,0.003205916891489392,0.004080345804596757,0.0025375433131892143
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2011,0.0031962067274535883,0.004034359783303387,0.002555108834353251
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2012,0.003179888006909243,0.003964276638619908,0.0025617843984662705
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2013,0.0031659363314473295,0.0039059808837244737,0.0025603359660991056
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2014,0.0031574280415586037,0.0038819468534316975,0.0025698066083884442
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2015,0.0031633507769109567,0.003892148756827374,0.0025751264845613013
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2016,0.0032610676112679398,0.0040133607386362334,0.0026469157738350946
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2017,0.0033566127125183786,0.004174004377990325,0.0027001310014506236
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2018,0.00336289058765185,0.004154693773187743,0.002728800249714997
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,562,Opioid use disorders,2,Percent,2019,0.0033603460599734357,0.004132163636086806,0.002756603382758512
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1990,0.001802063514403066,0.002599250129582919,0.0011409682285009853
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1991,0.0017866310403129697,0.0025611503089838575,0.0011380966675725362
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1992,0.0017700977377079084,0.0025299654160678775,0.0011356849862413762
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1993,0.0017525239637620831,0.0024998041790947716,0.0011092690405919764
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1994,0.0017321897249412753,0.002461321795143321,0.0011023015178158113
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1995,0.0017166805162279486,0.0024469514146179994,0.0010816008166754367
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1996,0.0017117453958332652,0.002435376682134001,0.0010808906728578698
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1997,0.0017075321375381583,0.002434057456048482,0.0010924010044147654
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1998,0.001704447900872736,0.0024399716046982953,0.0010829506247529712
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1999,0.001701624837428069,0.0024343745036656357,0.0010768477882945192
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2000,0.0016961098931087388,0.002445789807520073,0.0010756497236089372
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2001,0.0016934637326373703,0.0024254770560098366,0.0010838398395642088
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2002,0.001693237026547417,0.0024184969800059453,0.0010846059598685935
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2003,0.0016911561334053847,0.0024175424850423123,0.001104471581182255
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2004,0.0016880747657325923,0.002412353545948074,0.0011010200820306439
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2005,0.0016801272486732129,0.00240174829126093,0.0010908619352154307
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2006,0.0016668274193200516,0.002378619886507187,0.0010855104126659082
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2007,0.0016625990738227863,0.0023811539840817263,0.0010872006021539014
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2008,0.0016641184257737728,0.0023717177478060326,0.001093218186165969
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2009,0.0016610384235025866,0.0023516595213793944,0.0010951863148929873
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2010,0.0016569617871505617,0.002337485371353623,0.0010964583473866852
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2011,0.0016478799673551262,0.0023164879911342015,0.001089547685879931
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2012,0.0016399011748735163,0.002300716612606906,0.0010698997450619596
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2013,0.0016342490202100137,0.002275687308197339,0.0010741621304910486
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2014,0.0016266420590028792,0.0022473489447474193,0.0010906604717632192
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2015,0.001619643525604261,0.002245357546834079,0.001082566002531986
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2016,0.0016175549037976515,0.002260239243742584,0.0010932530953663227
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2017,0.0016099540886668144,0.002228090959261273,0.0010816903233021127
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2018,0.0015885316725139903,0.00221856980356206,0.0010696711193203844
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,2019,0.0015687677916114721,0.002195845620025397,0.001055881254366663
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1990,0.00010794699919114536,0.0001582661392258368,7.236616730334937e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1991,0.00010796753643048252,0.00015733442255137228,7.268662286638904e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1992,0.00010783690091827953,0.0001585921640641711,7.305688045056037e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1993,0.00010762358239542413,0.00015764835901887927,7.295427040053991e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1994,0.00010723560650186595,0.00015811964444525207,7.272229908013227e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1995,0.00010692691797543766,0.00015559432728092692,7.203490281879515e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1996,0.00010679720230908152,0.00015516041398366871,7.244356511235312e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1997,0.00010658085806324719,0.00015491227757864615,7.264032222169301e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1998,0.00010626538584537598,0.00015475595862003377,7.273879506834908e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1999,0.00010582318987398747,0.00015266557831047017,7.206977475916517e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2000,0.00010517728998530304,0.00015255877075444975,7.174606508194114e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2001,0.0001043762719776532,0.00015026888344319778,7.145374688322254e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2002,0.00010365924065260737,0.00014851267099268896,7.117473441290424e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2003,0.00010299744882966163,0.00014832779549369508,7.097887480377476e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2004,0.00010223657885518586,0.00014698591137866915,7.027862186639198e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2005,0.00010154473468205235,0.0001453315866926069,7.010095767311325e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2006,0.00010098632876625325,0.00014469119456019398,6.993239932480168e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2007,0.00010086691483021104,0.00014542852339689957,6.912447425934521e-05
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,563,Cocaine use disorders,2,Percent,2008,0.00010097599762640378,0.00014503480700691823,6.927278041233568e-05
